0.000000000000000000e+00,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+01,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,4.000000000000000000e+00
6.000000000000000000e+01,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,8.000000000000000000e+00
9.000000000000000000e+01,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,1.200000000000000000e+01
1.200000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,1.600000000000000000e+01
1.500000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,2.000000000000000000e+01
1.800000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,2.400000000000000000e+01
2.100000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,2.800000000000000000e+01
2.400000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,3.200000000000000000e+01
2.700000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,3.600000000000000000e+01
3.000000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,4.000000000000000000e+01
3.300000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,4.400000000000000000e+01
3.600000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,4.800000000000000000e+01
3.900000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,5.200000000000000000e+01
4.200000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,5.600000000000000000e+01
4.500000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,6.000000000000000000e+01
4.800000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,6.400000000000000000e+01
5.100000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,6.800000000000000000e+01
5.400000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,7.200000000000000000e+01
5.700000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,7.600000000000000000e+01
6.000000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,8.000000000000000000e+01
6.300000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,8.400000000000000000e+01
6.600000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,8.800000000000000000e+01
6.900000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,9.001000000000000512e+01
7.200000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,9.002745614035087840e+01
7.500000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,9.004491228070176589e+01
7.800000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,9.006236842105263918e+01
8.100000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,9.007982456140351246e+01
8.400000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,9.009728070175438575e+01
8.700000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,9.011473684210527324e+01
9.000000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,9.013219298245614652e+01
9.300000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,9.014964912280701981e+01
9.600000000000000000e+02,1.038899999999999962e-01,1.969549999999999912e-01,1.999999999999999556e-01,0.000000000000000000e+00,9.016710526315789309e+01
